Date,Run,Generation,Type,ID,Parental_OA,Larvae_OA,Temperature_bucket_C,Salinity,TA_mmol_kgSW,TCO2_mmol_kgSW,pH,TADIC_pH_out_in_situ,TADIC_pCO2_out_(matm)_in_situ,TADIC_WAr_out_in_situ,TADIC_pH_out_25,TADIC_pCO2_out_(matm)_25,TADIC_WAr_out_25,TApH_pH_out_in_situ,TApH_pCO2_out_(matm)_in_situ,TApH_WAr_out_in_situ,TApH_pH_out_25,TApH_pCO2_out_(matm)_25,TApH_WAr_out_25,DICpH_pH_out_in_situ,DICpH_pCO2_out_(matm)_in_situ,DICpH_WAr_out_in_situ,DICpH_pH_out_25,DICpH_pCO2_out_(matm)_25,DICpH_WAr_out_25
4/22/2022,3,F2,Larvae,13,Mid,Mid,23.2,26.33,1951.77,1856.78,7.7547,7.758,784.7,1.34,7.733,840.5,1.36,7.725308362,853,1.25,7.7,913,1.27,7.725,848.4,1.24,7.725,848.4,1.24
4/22/2022,3,F2,Larvae,14,Mid,Mid,23.7,26.42,1948.23,1860.17,7.7205,7.728,846.8,1.28,7.71,889.4,1.3,7.684587009,943.8,1.17,7.667,990.8,1.19,7.685,937.4,1.16,7.685,937.4,1.16
4/22/2022,3,F2,Larvae,15,Mid,Mid,23,26.45,1952.74,1867.55,7.7099,7.727,848.1,1.25,7.699,914.7,1.27,7.685762826,940.9,1.14,7.658,1013.8,1.17,7.686,934.8,1.14,7.686,934.8,1.14
4/22/2022,3,F2,Larvae,16,High,Mid,23,26.38,,1869.18,7.714,,,,,,,,,,,,,7.687,932.4,1.14,7.687,932.4,1.14
4/22/2022,3,F2,Larvae,17,High,Mid,23.5,26.44,,1863.86,7.7206,,,,,,,,,,,,,7.689,927.4,1.17,7.689,927.4,1.17
4/22/2022,3,F2,Larvae,18,High,Mid,23.1,26.4,,1869.87,7.7136,,,,,,,,,,,,,7.688,932.1,1.15,7.688,932.1,1.15
4/22/2022,3,F2,Larvae,19,Low,High,23,26.2,,1955.89,7.4236,,,,,,,,,,,,,7.403,1889.6,0.62,7.403,1889.6,0.62
4/22/2022,3,F2,Larvae,20,Low,High,23,26.47,,1951.97,7.4837,,,,,,,,,,,,,7.463,1637.2,0.72,7.463,1637.2,0.72
4/22/2022,3,F2,Larvae,21,Low,High,23.5,26.38,,1955.39,7.4071,,,,,,,,,,,,,7.383,1977.7,0.61,7.383,1977.7,0.61
4/22/2022,3,F2,Larvae,22,Mid,High,23.5,26.45,1958.42,1954.08,7.3908,7.425,1795.4,0.67,7.407,1887.6,0.68,7.369205084,2054.6,0.59,7.352,2157.1,0.61,7.369,2039.1,0.59,7.369,2039.1,0.59
4/22/2022,3,F2,Larvae,23,Mid,High,23,26.45,1963.29,1960.28,7.3848,7.426,1790.9,0.66,7.402,1914.6,0.68,7.364888911,2076.3,0.58,7.342,2215.2,0.59,7.365,2059.2,0.57,7.365,2059.2,0.57
4/22/2022,3,F2,Larvae,24,Mid,High,23.7,26.4,1948.75,1949.93,7.4012,7.402,1891.5,0.64,7.387,1974.4,0.65,7.375494449,2016.4,0.6,7.36,2103.6,0.61,7.375,2009.2,0.6,7.375,2009.2,0.6
4/22/2022,3,F2,Larvae,25,High,High,22.6,26.53,,1954.99,7.3706,,,,,,,,,,,,,7.357,2085.3,0.55,7.357,2085.3,0.55
4/22/2022,3,F2,Larvae,26,High,High,22.7,26.29,,1952.59,7.3854,,,,,,,,,,,,,7.369,2029,0.57,7.369,2029,0.57
4/22/2022,3,F2,Larvae,27,High,High,23.5,26.43,,1951.26,7.3853,,,,,,,,,,,,,7.361,2073.8,0.58,7.361,2073.8,0.58
4/25/2022,3,F2,Larvae,1,Low,Low,22.9,25.78,1921.49,1765.21,7.9787,7.955,466.3,1.91,7.924,507,1.95,7.957379093,463.6,1.92,7.927,504.1,1.95,7.957,463.9,1.92,7.957,463.9,1.92
4/25/2022,3,F2,Larvae,2,Low,Low,23.2,25.74,1904.99,1744.05,7.9698,7.966,449.2,1.96,7.94,482.7,1.99,7.948526293,470.8,1.89,7.922,505.8,1.92,7.949,469,1.88,7.949,469,1.88
4/25/2022,3,F2,Larvae,3,Low,Low,23.3,26.04,1926.75,1761.07,7.9697,7.969,449.1,2.01,7.944,480.7,2.04,7.945320902,478.7,1.92,7.92,512.1,1.95,7.945,476.2,1.91,7.945,476.2,1.91
4/25/2022,3,F2,Larvae,4,Mid,Low,23.5,25.97,,1749.19,7.9674,,,,,,,,,,,,,7.941,478.2,1.89,7.941,478.2,1.89
4/25/2022,3,F2,Larvae,5,Mid,Low,23.4,26,,1762.96,7.989,,,,,,,,,,,,,7.964,456.2,1.99,7.964,456.2,1.99
4/25/2022,3,F2,Larvae,6,Mid,Low,23.4,26.03,,1758.06,7.9729,,,,,,,,,,,,,7.949,470.9,1.93,7.949,470.9,1.93
4/25/2022,3,F2,Larvae,7,High,Low,23.3,26.04,1925.06,1762.97,7.9719,7.96,459.7,1.97,7.935,492,2,7.945150006,478.4,1.92,7.92,511.9,1.94,7.945,476.9,1.91,7.945,476.9,1.91
4/25/2022,3,F2,Larvae,8,High,Low,23.6,26.05,1921.29,1753.43,7.9873,7.971,445.6,2.03,7.95,471.3,2.06,7.961374796,457.4,2,7.941,483.7,2.02,7.961,456.4,1.99,7.961,456.4,1.99
4/25/2022,3,F2,Larvae,9,High,Low,23.4,25.94,1914.65,1750.34,7.9734,7.968,448.9,1.99,7.944,478.4,2.02,7.949160107,471.4,1.92,7.926,502.4,1.95,7.949,469.5,1.92,7.949,469.5,1.92
4/25/2022,3,F2,Larvae,10,Low,Mid,23.4,25.84,,1833.62,7.6975,,,,,,,,,,,,,7.675,948.1,1.09,7.675,948.1,1.09
4/25/2022,3,F2,Larvae,11,Low,Mid,23.4,25.84,,1835.69,7.707,,,,,,,,,,,,,7.681,935.9,1.11,7.681,935.9,1.11
4/25/2022,3,F2,Larvae,12,Low,Mid,23.2,25.72,,1835.78,7.7022,,,,,,,,,,,,,7.679,940.6,1.09,7.679,940.6,1.09
4/25/2022,3,F2,Larvae,13,Mid,Mid,23.4,25.75,1905.78,1835.11,7.7064,7.685,928.2,1.11,7.663,985.2,1.13,7.684741474,928.2,1.11,7.663,985.2,1.13,7.679,940,1.1,7.679,940,1.1
4/25/2022,3,F2,Larvae,14,Mid,Mid,23.4,25.89,1905.5,1835.26,7.7039,7.681,934.6,1.11,7.66,991.9,1.13,7.681344359,934.6,1.11,7.66,991.9,1.13,7.678,943,1.1,7.678,943,1.1
4/25/2022,3,F2,Larvae,15,Mid,Mid,23.2,25.73,1914.63,1839.85,7.7152,7.702,893.5,1.15,7.677,955.9,1.17,7.701607965,893.5,1.15,7.677,955.9,1.17,7.688,921.9,1.12,7.688,921.9,1.12
4/25/2022,3,F2,Larvae,16,High,Mid,23.4,25.73,,1831.97,7.7134,,,,,,,,,,,,,7.686,924.6,1.11,7.686,924.6,1.11
4/25/2022,3,F2,Larvae,17,High,Mid,23.5,25.81,,1816,7.7055,,,,,,,,,,,,,7.673,943.9,1.08,7.673,943.9,1.08
4/25/2022,3,F2,Larvae,18,High,Mid,23.1,25.72,,1836.69,7.7077,,,,,,,,,,,,,7.687,923.2,1.11,7.687,923.2,1.11
4/25/2022,3,F2,Larvae,19,Low,High,23.3,25.7,,1934.96,7.4565,,,,,,,,,,,,,7.432,1758.1,0.66,7.432,1758.1,0.66
4/25/2022,3,F2,Larvae,20,Low,High,23.1,25.74,,1931.5,7.4214,,,,,,,,,,,,,7.403,1872.2,0.61,7.403,1872.2,0.61
4/25/2022,3,F2,Larvae,21,Low,High,23.5,25.75,,1926.77,7.4107,,,,,,,,,,,,,7.39,1926,0.6,7.39,1926,0.6
4/25/2022,3,F2,Larvae,22,Mid,High,23.5,25.75,,1913.33,7.4072,,,,,,,,,,,,,7.386,1931.3,0.59,7.386,1931.3,0.59
4/25/2022,3,F2,Larvae,23,Mid,High,23.4,25.63,,1931.38,7.3907,,,,,,,,,,,,,7.371,2020.4,0.57,7.371,2020.4,0.57
4/25/2022,3,F2,Larvae,24,Mid,High,23.4,25.75,,1919.77,7.3952,,,,,,,,,,,,,7.375,1987.9,0.57,7.375,1987.9,0.57
4/25/2022,3,F2,Larvae,25,High,High,23.5,25.74,1914.55,1923.45,7.3996,7.38,1968,0.58,7.363,2066.5,0.6,7.378203729,1977.7,0.58,7.361,2076.6,0.59,7.378,1977.2,0.58,7.378,1977.2,0.58
4/25/2022,3,F2,Larvae,26,High,High,23.2,25.8,1916.13,1923.06,7.3997,7.391,1916.5,0.59,7.37,2032.8,0.61,7.379570101,1969,0.58,7.359,2087.8,0.59,7.38,1966,0.58,7.38,1966,0.58
4/25/2022,3,F2,Larvae,27,High,High,23.4,25.69,1921.49,1915.15,7.3935,7.441,1704.9,0.67,7.422,1799,0.68,7.373816056,2006,0.57,7.355,2112.9,0.59,7.374,1987.9,,7.374,1987.9,0.57
8/16/2022,4,F2,Larvae,9,Mid,Mid,23.4,28.9,,1900.99,7.737,7.737,830.1,1.39,7.714,882.1,1.41,7.736578627,830.1,1.39,7.714,882.1,1.41,7.737,830.1,1.39,7.714,882.1,1.41
8/16/2022,4,F2,Larvae,10,Mid,Mid,23.5,28.85,,1956.23,7.7518,7.748,832.8,1.47,7.726,881.9,1.49,7.747566854,832.8,1.47,7.726,881.9,1.49,7.748,832.8,1.47,7.726,881.9,1.49
8/16/2022,4,F2,Larvae,22,Mid,Mid,23.5,28.81,,1957.85,7.7553,7.75,828.5,1.48,7.729,877.3,1.5,7.75021513,828.5,1.48,7.729,877.3,1.5,7.75,828.5,1.48,7.729,877.3,1.5
8/16/2022,4,F2,Larvae,1 (was 5),Low,Low,23.3,28.9,,1811.66,7.9923,7.992,426.3,2.31,7.967,456.3,2.34,7.992002708,426.2972245,2.31,7.966787113,456.3,2.340024082,7.992,426.3,2.31,7.967,456.3,2.34
8/16/2022,4,F2,Larvae,2 (was 21),Low,Low,23.7,28.86,,1859.8,7.9938,7.985,446.1,2.37,7.966,469.9,2.39,7.984873427,446.1494602,2.37,7.96559782,469.9,2.39417622,7.985,446.1,2.37,7.966,469.9,2.39
8/16/2022,4,F2,Larvae,3 (was 4),Low,Low,23.4,28.77,,1859.48,7.9727,7.969,464.2,2.26,7.945,494.8,2.29,7.968546637,464.2053585,2.26,7.944894752,494.8,2.285707413,7.969,464.2,2.26,7.945,494.8,2.29
8/18/2022,4,F2,Larvae,1 (was 5),Low,Low,23.9,28.78,2097.68,1839.02,8.0874,8.099,332.2,3,8.083,347.4,3.03,8.077448841,352.9821478,2.89,8.06090988,369.1,2.909611779,8.077,350.9,2.87,8.061,366.8,2.89
8/18/2022,4,F2,Larvae,2 (was 21),Low,Low,23.8,28.86,2037.02,1792.22,8.078,8.082,337.5,2.82,8.064,354.3,2.84,8.069570995,349.6415195,2.75,8.051559789,367,2.777864541,8.07,348.4,2.74,8.052,365.7,2.77
8/18/2022,4,F2,Larvae,3 (was 4),Low,Low,23.7,28.93,2077.73,1827.56,8.0801,8.087,340.1,2.89,8.067,358.5,2.92,8.073471155,352.8087131,2.82,8.053940937,371.9,2.85114731,8.073,351.5,2.81,8.054,370.5,2.84
8/18/2022,4,F2,Larvae,10 (was 22),Mid,Mid,23.8,28.94,2074.84,1963.93,7.7852,7.752,828.8,1.51,7.735,867.7,1.53,7.777223904,776.081528,1.59,7.760204138,812.7,1.611513658,7.777,779.6,1.6,7.76,816.4,1.62
8/18/2022,4,F2,Larvae,11 (was 9),Mid,Mid,23.8,28.94,2031.19,1925.53,7.7487,7.74,834.8,1.45,7.723,873.8,1.46,7.74081129,833.6350872,1.45,7.723980414,872.6,1.464404343,7.741,833.7,1.45,7.724,872.7,1.46
8/18/2022,4,F2,Larvae,12 (was 10),Mid,Mid,23.8,28.92,2097.03,1980.29,7.7653,7.766,806.7,1.58,7.749,844.7,1.59,7.758641993,823.0214896,1.55,7.741712646,861.7,1.568260921,7.759,821.9,1.55,7.742,860.5,1.57
8/20/2022,4,F2,Larvae,1,Low,Low,24.3,28.92,1998.31,1765.14,8.0747,8.056,354.9,2.68,8.046,365.1,2.7,8.056462116,354.9438008,2.68,8.045976294,365.1,2.697810818,8.055,356,2.68,8.045,366.1,2.69
8/20/2022,4,F2,Larvae,2,Low,Low,24,29.21,1994.95,1773.24,8.056,8.033,376.9,2.55,8.018,392.3,2.57,8.040855965,368.7788972,2.59,8.025910766,383.9,2.60745363,8.041,369.5,2.59,8.026,384.7,2.61
8/20/2022,4,F2,Larvae,3,Low,Low,24,29.04,1995.44,1765.96,8.0729,8.052,358.5,2.63,8.037,373.2,2.65,8.058472675,352.049284,2.67,8.043491312,366.5,2.686595592,8.058,352.7,2.67,8.043,367.2,2.69
8/20/2022,4,F2,Larvae,10,Mid,Mid,24.3,28.91,2001.44,1889.84,7.7689,7.754,794.4,1.49,7.744,815.9,1.5,7.750369256,802.4537645,1.48,7.740515455,824.2,1.49133305,7.75,801.9,1.48,7.741,823.6,1.49
8/20/2022,4,F2,Larvae,11,Mid,Mid,23.9,29.08,1997.2,1891.1,7.7695,7.742,816.7,1.43,7.726,851.6,1.45,7.75660911,786.0823947,1.48,7.741102459,819.8,1.494585318,7.757,788.2,1.48,7.741,822,1.5
8/20/2022,4,F2,Larvae,12,Mid,Mid,23.7,29.04,2000.93,1894.13,7.7646,7.747,807.6,1.44,7.728,848.7,1.46,7.75412826,792.5580127,1.46,7.735823354,832.9,1.480282515,7.754,793.6,1.46,7.736,834,1.48
8/22/2022,4,F2,Larvae,1,Low,Low,24.1,28.86,1963.46,1775.53,8.0242,7.965,447.6,2.2,7.952,464,2.22,8.010772847,395.5953727,2.4,7.997385493,410.1,2.418773899,8.011,400,2.43,7.997,414.7,2.45
8/22/2022,4,F2,Larvae,2,Low,Low,24,28.85,1961.59,1773.83,8.0245,7.967,445.4,2.2,7.952,463.5,2.22,8.014352039,391.4239113,2.41,7.999470445,407.4,2.425426223,8.014,396,2.44,7.999,412.2,2.45
8/22/2022,4,F2,Larvae,3,Low,Low,24,28.95,1967.77,1785.23,8.0066,7.952,464.6,2.15,7.937,483.4,2.17,7.996924926,411.3459693,2.34,7.982081237,428.1,2.359120574,7.997,415.8,2.37,7.982,432.8,2.38
8/22/2022,4,F2,Larvae,10,Mid,Mid,24.1,28.81,1964.95,1877.56,7.7539,7.687,926.1,1.26,7.674,957.8,1.28,7.742767989,803.3834833,1.42,7.730138235,831.4,1.430138461,7.743,811.1,1.43,7.73,839.3,1.44
8/22/2022,4,F2,Larvae,11,Mid,Mid,24.1,28.81,1967.27,1872.11,7.7671,7.711,871.1,1.33,7.699,901.2,1.34,7.755076392,779.4089435,1.46,7.742399161,806.7,1.468220203,7.755,785.3,1.47,7.742,812.8,1.48
8/22/2022,4,F2,Larvae,12,Mid,Mid,24.1,28.82,1971.34,1883.98,7.7539,7.686,930.8,1.27,7.674,962.7,1.28,7.741500879,808.5915501,1.42,7.72887533,836.8,1.431452004,7.741,816.2,1.43,7.729,844.7,1.44
8/24/2022,4,F2,Larvae,1,Low,Low,24,29.21,1990.82,1782.55,8.0171,8.004,406.9,2.41,7.989,423.6,2.43,8.004723078,406.3592694,2.41,7.989856802,423,2.433160898,8.005,406.4,2.41,7.99,423,2.43
8/24/2022,4,F2,Larvae,2,Low,Low,23.7,29.17,1983.73,1776.1,8.0237,8.009,400.5,2.4,7.99,421.9,2.42,8.014441887,394.494603,2.42,7.995092569,415.6,2.446471203,8.014,395,2.43,7.995,416.2,2.45
8/24/2022,4,F2,Larvae,3,Low,Low,23.6,29.24,1980.64,1774.44,8.0174,8.007,402,2.38,7.986,425.1,2.4,8.009491916,398.9166273,2.39,7.988671167,421.9,2.416044164,8.009,399.2,2.39,7.989,422.2,2.42
8/24/2022,4,F2,Larvae,10,Mid,Mid,23.8,29.15,1994.75,1837.47,7.8778,7.885,561.3,1.91,7.868,588.4,1.93,7.86761049,588.13783,1.84,7.850210118,616.4,1.861025884,7.868,586,1.84,7.85,614.2,1.85
8/24/2022,4,F2,Larvae,11,Mid,Mid,23.7,29.06,1992.28,1877.65,7.7755,7.771,756,1.51,7.752,794.7,1.52,7.766838993,763.6179707,1.49,7.748465613,802.6,1.512817609,7.767,763.1,1.49,7.748,802.1,1.51
8/24/2022,4,F2,Larvae,12,Mid,Mid,23.6,29.18,1983.89,1829.06,7.9006,7.883,561.4,1.88,7.863,593.1,1.9,7.892846798,546.9308629,1.91,7.872444738,577.9,1.93441177,7.893,548.1,1.92,7.872,579.1,1.94
8/26/2022,4,F2,Larvae,1,Low,Low,23.4,28.99,1963.32,1773.83,8.0175,7.977,432.5,2.2,7.954,461,2.23,8.014813735,390.7650956,2.37,7.991008342,416.7,2.394944286,8.015,394.4,2.39,7.991,420.5,2.42
8/26/2022,4,F2,Larvae,2,Low,Low,23.5,28.96,1964.02,1775.88,8.0068,7.973,437.9,2.19,7.951,464.9,2.22,8.004415926,402.272228,2.33,7.982132237,427.2,2.355069882,8.004,405.3,2.35,7.982,430.4,2.37
8/26/2022,4,F2,Larvae,3,Low,Low,23.8,29.31,1976.82,1794.59,7.9951,7.948,470.3,2.14,7.93,493.2,2.16,7.988261119,421.4442948,2.31,7.970471184,442.1,2.332692646,7.988,425.6,2.33,7.97,446.5,2.36
8/26/2022,4,F2,Larvae,10,Mid,Mid,23.6,29.06,1965.4,1869.78,7.7833,7.717,855.5,1.33,7.697,902,1.34,7.779171934,729.4331619,1.51,7.759322785,769.7,1.525250271,7.779,737.5,1.52,7.759,778.2,1.54
8/26/2022,4,F2,Larvae,11,Mid,Mid,23.9,29.28,1965.28,1883.1,7.7539,7.667,970,1.21,7.652,1010.5,1.23,7.745011261,795.0699454,1.43,7.729556042,829.1,1.441177502,7.745,805.7,1.45,7.73,840.2,1.46
8/26/2022,4,F2,Larvae,12,Mid,Mid,23.8,29.1,1963.77,1877.76,7.7514,7.683,931.5,1.24,7.666,974.3,1.26,7.745618691,794.3604834,1.42,7.728764426,831.5,1.43296018,7.746,802.9,1.43,7.729,840.4,1.45
8/29/2022,4,F2,Larvae,1,Low,Low,23.5,29.36,1978.89,1778.97,7.9883,7.993,416.8,2.31,7.97,442.6,2.34,7.984882039,425.578096,2.28,7.962659747,451.8,2.302854624,7.985,424.8,2.27,7.963,451,2.3
8/29/2022,4,F2,Larvae,2,Low,Low,23.8,29.06,1981.13,1778.77,7.9913,7.998,413,2.35,7.98,433.3,2.37,7.982682808,430.0555403,2.28,7.96490916,451.2,2.304071009,7.983,428.5,2.27,7.965,449.5,2.3
8/29/2022,4,F2,Larvae,3,Low,Low,23.8,29.07,1981.27,1777.66,7.998,8,410,2.36,7.982,430.2,2.38,7.990266076,421.2832436,2.32,7.972470943,442,2.337826485,7.99,420.2,2.31,7.972,440.9,2.33
8/29/2022,4,F2,Larvae,10,Mid,Mid,24.1,29.1,1985.11,1862.4,7.7585,7.789,719.3,1.58,7.776,744.6,1.6,7.746358216,802.1957239,1.45,7.733705876,830.2,1.46360056,7.746,796,1.44,7.734,823.8,1.45
8/29/2022,4,F2,Larvae,11,Mid,Mid,23.9,29.12,1984.25,1877.42,7.7401,7.745,804.9,1.44,7.729,839.3,1.45,7.730127394,835.2569873,1.39,7.714746739,870.9,1.407715686,7.73,833.1,1.39,7.715,868.7,1.4
8/29/2022,4,F2,Larvae,12,Mid,Mid,23.8,29.02,1977.6,1867.96,7.7527,7.757,778.7,1.46,7.74,815.2,1.47,7.744662013,802.6362092,1.42,7.727813815,840.2,1.438334877,7.745,801,1.42,7.728,838.4,1.44
9/1/2022,4,F2,Larvae,1,Low,Low,23.6,28.94,1977.46,1769.44,7.9704,8.016,393,2.4,7.995,415.7,2.43,7.962846452,453.4603874,2.17,7.942182761,479.5,2.197860704,7.963,447.7,2.15,7.942,473.3,2.17
9/1/2022,4,F2,Larvae,2,Low,Low,23.6,28.48,1974.73,1778.89,7.9684,7.995,417.4,2.29,7.974,441.4,2.31,7.960110773,458.5313348,2.14,7.939461717,484.8,2.16626558,7.96,454.8,2.12,7.939,480.8,2.15
9/1/2022,4,F2,Larvae,3,Low,Low,23.7,29.09,1969.75,1783.63,7.9618,7.963,451.1,2.18,7.943,475.1,2.2,7.952780336,463.2561415,2.14,7.933624542,487.8,2.158834768,7.953,462.2,2.13,7.934,486.7,2.15
9/1/2022,4,F2,Larvae,10,Mid,Mid,23.7,29.07,1975.45,1869.3,7.7875,7.747,796.6,1.42,7.729,837,1.44,7.780092332,731.591432,1.52,7.761651516,769.1,1.540781649,7.78,736,1.53,7.762,773.7,1.55
9/1/2022,4,F2,Larvae,11,Mid,Mid,23.6,29,1977.15,1854.38,7.797,7.798,698.9,1.57,7.778,737.7,1.59,7.790001691,714.1182093,1.55,7.770093246,753.7,1.566754519,7.79,713,1.54,7.77,752.5,1.56
9/1/2022,4,F2,Larvae,12,Mid,Mid,23.5,29.24,1975.46,1865.6,7.795,7.759,771.3,1.45,7.738,816.8,1.47,7.790286463,711.1976239,1.55,7.768950022,753.5,1.568592295,7.79,715.3,1.56,7.769,757.9,1.58
3/14/2023,5,F2,Larvae,1,Low,Low,24,26.77,1974.94,,8.0159,,,,,,,8.002,418.2,2.28,7.987197276,435.2938247,2.30244252,,,,,,
3/14/2023,5,F2,Larvae,2,Low,Low,23.9,27.21,1976.38,,7.9519,,,,,,,7.944,486.8,2.05,7.927472935,508.554153,2.070967454,,,,,,
3/14/2023,5,F2,Larvae,3,Low,Low,23.9,27.03,1976.23,,8.0843,,,,,,,8.071,345.1,2.61,8.05485419,360.8591258,2.627514736,,,,,,
3/14/2023,5,F2,Larvae,4,Mid,Low,23.6,27.5,1996.91,,7.9592,,,,,,,7.951,480.8,2.09,7.930315814,508.3591374,2.115946749,,,,,,
3/14/2023,5,F2,Larvae,5,Mid,Low,23.9,27.15,1968.2,,8.0661,,,,,,,8.055,359,2.52,8.038527846,375.2652292,2.54383707,,,,,,
3/14/2023,5,F2,Larvae,6,Mid,Low,23.9,26.83,1970.46,,8.0608,,,,,,,8.049,366.8,2.48,8.032649749,383.445202,2.505086988,,,,,,
3/14/2023,5,F2,Larvae,7,Low,Mid,23.9,27.24,1976.66,,7.8536,,,,,,,7.839,640.5,1.67,7.823350062,668.5649623,1.687060334,,,,,,
3/14/2023,5,F2,Larvae,8,Low,Mid,23.9,27.25,1986.26,,7.7999,,,,,,,7.784,741.6,1.5,7.768657532,773.6620507,1.518047446,,,,,,
3/14/2023,5,F2,Larvae,9,Low,Mid,24,27.2,1972.96,,7.894,,,,,,,7.88,575.7,1.81,7.86506499,598.7356584,1.828617968,,,,,,
3/14/2023,5,F2,Larvae,10,Mid,Mid,23.9,27.3,1981.5,,7.7753,,,,,,,7.76,785.8,1.43,7.744983922,819.5488496,1.44417996,,,,,,
3/14/2023,5,F2,Larvae,11,Mid,Mid,24,27.19,1970.34,,7.7493,,,,,,,7.738,828.8,1.36,7.723837385,860.9249706,1.371720251,,,,,,
3/14/2023,5,F2,Larvae,12,Mid,Mid,24,27.21,1972.78,,7.8882,,,,,,,7.875,583,1.8,7.860170431,606.3387558,1.811116507,,,,,,
3/14/2023,5,F2,Larvae,13,Low,High,24,27.23,1973.43,,7.498,,,,,,,7.486,1552,0.8,7.473727211,1606.439754,0.809978657,,,,,,
3/14/2023,5,F2,Larvae,14,Low,High,24,27.22,1984.23,,7.4918,,,,,,,7.48,1583.4,0.79,7.467860995,1638.793241,0.804023308,,,,,,
3/14/2023,5,F2,Larvae,15,Low,High,24,27.23,1970.3,,7.4856,,,,,,,7.473,1601.2,0.78,7.460383779,1656.981136,0.78566939,,,,,,
3/14/2023,5,F2,Larvae,16,Mid,High,23.9,27.22,1971.97,,7.5204,,,,,,,7.508,1468.2,0.83,7.494570027,1525.553576,0.846427964,,,,,,
3/14/2023,5,F2,Larvae,17,Mid,High,24.1,27.19,1973.93,,7.5629,,,,,,,7.549,1332.6,0.92,7.537137269,1375.805771,0.927805924,,,,,,
3/14/2023,5,F2,Larvae,18,Mid,High,24,27.2,1972.28,,7.5298,,,,,,,7.521,1425.7,0.86,7.508018241,1476.561644,0.871055732,,,,,,
3/14/2023,5,F2,Larvae,1,Low,Low,23.9,27,1905.54,,7.9719,,,,,,,7.959,451.3,2.03,7.942691838,471.4698087,2.046144363,,,,,,
3/14/2023,5,F2,Larvae,2,Low,Low,24.1,27.22,1980.85,,7.9645,,,,,,,7.949,480.8,2.09,7.935891852,498.3631973,2.110338637,,,,,,
3/14/2023,5,F2,Larvae,3,Low,Low,23.9,27.33,1982.45,,7.9769,,,,,,,7.964,462.4,2.14,7.947341956,483.0942118,2.163662214,,,,,,
3/14/2023,5,F2,Larvae,4,Mid,Low,24,27.49,1943.2,,7.974,,,,,,,7.96,456.7,2.1,7.945057095,475.2132751,2.116287142,,,,,,
3/14/2023,5,F2,Larvae,5,Mid,Low,24,27.32,1990.67,,7.9648,,,,,,,7.952,478.7,2.11,7.937511485,498.1486406,2.131689748,,,,,,
3/14/2023,5,F2,Larvae,6,Mid,Low,23.9,27.41,1981.84,,7.9686,,,,,,,7.956,471.4,2.12,7.939673033,492.4814558,2.134325316,,,,,,
3/14/2023,5,F2,Larvae,7,Low,Mid,24.1,27.39,1940.88,,7.5154,,,,,,,7.501,1469.6,0.82,7.489866814,1516.300518,0.827525123,,,,,,
3/14/2023,5,F2,Larvae,8,Low,Mid,24,27.47,2006.74,,7.4881,,,,,,,7.474,1621.9,0.8,7.461833731,1678.471355,0.807033924,,,,,,
3/14/2023,5,F2,Larvae,9,Low,Mid,24,27.28,1993.55,,7.4552,,,,,,,7.444,1735.8,0.74,7.432117769,1795.466879,0.748562208,,,,,,
3/14/2023,5,F2,Larvae,10,Mid,Mid,24,27.4,2040.55,,7.5076,,,,,,,7.495,1568,0.85,7.48268514,1623.27072,0.857343257,,,,,,
3/14/2023,5,F2,Larvae,11,Mid,Mid,24.2,27.24,1998.18,,7.4715,,,,,,,7.458,1686.7,0.77,7.447713236,1733.260701,0.775491855,,,,,,
3/14/2023,5,F2,Larvae,12,Mid,Mid,24.1,27.27,1983.12,,7.4519,,,,,,,7.44,1747,0.73,7.428740115,1800.857865,0.738997034,,,,,,
3/14/2023,5,F2,Larvae,13,Low,High,24.1,27.31,1938.07,,7.4526,,,,,,,7.441,1700.4,0.72,7.430146899,1752.900407,0.724872159,,,,,,
3/14/2023,5,F2,Larvae,14,Low,High,24.2,27.21,1999.39,,7.4448,,,,,,,7.432,1797.8,0.72,7.421988175,1846.782375,0.733300986,,,,,,
3/14/2023,5,F2,Larvae,15,Low,High,24.1,27.26,1985.19,,7.4297,,,,,,,7.417,1846.7,0.7,7.406485924,1902.995636,0.704629267,,,,,,
3/14/2023,5,F2,Larvae,16,Mid,High,23.9,27.3,1928.45,,7.4896,,,,,,,7.478,1545.9,0.76,7.464189141,1605.401921,0.77631984,,,,,,
3/14/2023,5,F2,Larvae,17,Mid,High,24.1,27.16,1983.81,,7.4803,,,,,,,7.466,1639.7,0.77,7.455170562,1690.86645,0.781049113,,,,,,
3/14/2023,5,F2,Larvae,18,Mid,High,24,27.27,1984.41,,7.4463,,,,,,,7.434,1772.2,0.72,7.421767933,1832.82953,0.728351415,,,,,,
4/5/2023,6,F3,Larvae,1,Low,Low,24,26.79,1982.56,,8.0595,,,,,,,8.046,372.3,2.49,8.031202073,387.6255138,2.51,,,,,,
4/5/2023,6,F3,Larvae,2,Low,Low,24.1,26.79,1974.27,,8.0352,,,,,,,8.019,399.1,2.37,8.00566604,413.7886497,2.38,,,,,,
4/5/2023,6,F3,Larvae,3,Low,Low,24.1,26.79,1966.85,,8.0452,,,,,,,8.029,386.7,2.4,8.015773244,400.9943925,2.42,,,,,,
